,Suburb,Type,Landsize,BuildingArea,Rooms,Bathroom,Bedroom2,YearBuilt,Price,Postcode,zipcode,price,weekly_price,monthly_price
4001,Melbourne,u,0.0,,2,2.0,2.0,2014.0,675000.0,3000.0,3000.0,150.5043065043065,67.94356994356994,217.56727056727055
4002,Melbourne,h,95.0,,3,2.0,3.0,,1630000.0,3000.0,3000.0,150.5043065043065,67.94356994356994,217.56727056727055
4003,Melbourne,u,0.0,89.0,3,2.0,2.0,1997.0,760000.0,3000.0,3000.0,150.5043065043065,67.94356994356994,217.56727056727055
4004,Melbourne,u,1136.0,69.0,2,1.0,1.0,2009.0,360000.0,3000.0,3000.0,150.5043065043065,67.94356994356994,217.56727056727055
4005,Melbourne,u,1751.0,,2,1.0,2.0,2012.0,390000.0,3000.0,3000.0,150.5043065043065,67.94356994356994,217.56727056727055
4006,Middle Park,h,279.0,133.0,3,1.0,3.0,1900.0,2600000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4007,Middle Park,h,277.0,132.0,3,1.0,3.0,1900.0,2350000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4008,Middle Park,h,300.0,,3,2.0,3.0,,2956000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4009,Middle Park,u,760.0,58.0,2,1.0,2.0,1930.0,535000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4010,Middle Park,u,0.0,,1,1.0,1.0,,400000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4011,Middle Park,h,145.0,,2,1.0,2.0,,1690000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4012,Middle Park,h,107.0,,2,1.0,2.0,1900.0,1020000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4013,Middle Park,h,98.0,,2,1.0,3.0,,1515000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4014,Middle Park,u,0.0,67.0,2,1.0,2.0,1970.0,700000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4015,Middle Park,h,288.0,,3,1.0,3.0,1900.0,2360000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4016,Middle Park,h,220.0,,3,1.0,3.0,,2005000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4017,Middle Park,u,0.0,,2,1.0,2.0,1970.0,702000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4018,Middle Park,h,182.0,100.0,4,2.0,4.0,1900.0,3120000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4019,Middle Park,h,123.0,73.0,2,1.0,2.0,1910.0,1025000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4020,Middle Park,h,152.0,82.0,2,1.0,2.0,1910.0,1920000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4021,Middle Park,h,181.0,212.0,3,2.0,3.0,2010.0,2623000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4022,Middle Park,h,151.0,165.0,3,2.0,3.0,1880.0,1500000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4023,Middle Park,h,152.0,113.0,2,1.0,2.0,1915.0,1630000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4024,Middle Park,h,217.0,125.0,3,1.0,3.0,1900.0,1910000.0,3206.0,3206.0,229.41803278688525,243.31967213114754,581.5245901639345
4025,Mont Albert,h,613.0,115.0,2,1.0,2.0,1950.0,1320000.0,3127.0,,,,
4026,Mont Albert,h,1388.0,,4,2.0,4.0,,2850000.0,3127.0,,,,
4027,Mont Albert,u,0.0,80.0,2,2.0,2.0,2003.0,750000.0,3127.0,,,,
4028,Mont Albert,h,1149.0,225.0,3,3.0,3.0,1920.0,2588000.0,3127.0,,,,
4029,Mont Albert,h,424.0,,5,3.0,5.0,,1955000.0,3127.0,,,,
4030,Mont Albert,h,355.0,25.0,5,4.0,5.0,1979.0,1400000.0,3127.0,,,,
4031,Mont Albert,u,1291.0,,2,2.0,2.0,,665000.0,3127.0,,,,
4032,Mont Albert,h,1053.0,,5,2.0,5.0,,2714000.0,3127.0,,,,
4033,Mont Albert,h,2026.0,,6,3.0,6.0,,2350000.0,3127.0,,,,
4034,Mont Albert,h,931.0,199.0,4,2.0,4.0,1930.0,2200000.0,3127.0,,,,
4035,Mont Albert,t,146.0,,2,2.0,2.0,,660000.0,3127.0,,,,
4036,Mont Albert,t,330.0,148.0,3,2.0,3.0,2001.0,1310000.0,3127.0,,,,
4037,Mont Albert,u,0.0,,2,1.0,2.0,1960.0,540000.0,3127.0,,,,
4038,Mont Albert,h,813.0,170.0,4,2.0,4.0,1938.0,2335000.0,3127.0,,,,
4039,Mont Albert,h,626.0,,4,2.0,3.0,1929.0,2000000.0,3127.0,,,,
4040,Mont Albert,h,711.0,207.0,5,1.0,5.0,1950.0,1815000.0,3127.0,,,,
4041,Mont Albert,u,0.0,116.0,2,2.0,2.0,2005.0,725000.0,3127.0,,,,
4042,Mont Albert,h,2187.0,327.0,4,2.0,4.0,1903.0,3900000.0,3127.0,,,,
4043,Mont Albert,h,0.0,,2,1.0,2.0,,666000.0,3127.0,,,,
4044,Mont Albert,t,255.0,152.0,3,2.0,3.0,2000.0,1200000.0,3127.0,,,,
4045,Mont Albert,h,640.0,117.0,3,2.0,3.0,1950.0,1564000.0,3127.0,,,,
4046,Mont Albert,u,0.0,92.0,2,1.0,2.0,2005.0,520000.0,3127.0,,,,
4047,Moonee Ponds,u,0.0,120.0,3,2.0,3.0,2000.0,670000.0,3039.0,,,,
4048,Moonee Ponds,h,668.0,,4,2.0,4.0,,1715000.0,3039.0,,,,
4049,Moonee Ponds,h,0.0,189.0,3,2.0,3.0,2009.0,1055000.0,3039.0,,,,
4050,Moonee Ponds,u,0.0,63.0,2,1.0,2.0,2007.0,348000.0,3039.0,,,,
4051,Moonee Ponds,h,615.0,201.0,4,3.0,4.0,1920.0,1780000.0,3039.0,,,,
4052,Moonee Ponds,h,912.0,,6,3.0,6.0,,2150000.0,3039.0,,,,
4053,Moonee Ponds,h,584.0,,5,1.0,5.0,,1730000.0,3039.0,,,,
4054,Moonee Ponds,h,287.0,196.0,3,2.0,3.0,1880.0,1440000.0,3039.0,,,,
4055,Moonee Ponds,h,388.0,120.0,4,1.0,4.0,1920.0,1225000.0,3039.0,,,,
4056,Moonee Ponds,h,384.0,178.0,4,3.0,3.0,1920.0,1445000.0,3039.0,,,,
4057,Moonee Ponds,h,328.0,107.0,3,1.0,3.0,1900.0,990000.0,3039.0,,,,
4058,Moonee Ponds,h,597.0,,3,2.0,3.0,,1400000.0,3039.0,,,,
4059,Moonee Ponds,h,477.0,258.0,3,2.0,3.0,2014.0,1550000.0,3039.0,,,,
4060,Moonee Ponds,h,443.0,102.0,3,1.0,3.0,1930.0,1170000.0,3039.0,,,,
4061,Moonee Ponds,h,571.0,138.0,4,1.0,4.0,1915.0,1120000.0,3039.0,,,,
4062,Moonee Ponds,u,206.0,,2,1.0,2.0,,675000.0,3039.0,,,,
4063,Moonee Ponds,h,315.0,,3,2.0,3.0,,880000.0,3039.0,,,,
4064,Moonee Ponds,h,431.0,152.0,4,2.0,3.0,1906.0,1530000.0,3039.0,,,,
4065,Moonee Ponds,h,447.0,,4,2.0,4.0,1880.0,1350000.0,3039.0,,,,
4066,Moonee Ponds,h,214.0,111.0,3,2.0,3.0,1997.0,832000.0,3039.0,,,,
4067,Moonee Ponds,u,0.0,82.0,2,1.0,2.0,1950.0,420000.0,3039.0,,,,
4068,Moonee Ponds,h,636.0,308.0,4,4.0,4.0,1900.0,2400000.0,3039.0,,,,
4069,Moonee Ponds,u,0.0,115.0,3,2.0,2.0,2001.0,565000.0,3039.0,,,,
4070,Moonee Ponds,u,0.0,85.0,2,1.0,2.0,1990.0,550000.0,3039.0,,,,
4071,Moonee Ponds,h,477.0,146.0,4,1.0,3.0,1910.0,1211000.0,3039.0,,,,
4072,Moonee Ponds,h,0.0,,5,2.0,5.0,,2405000.0,3039.0,,,,
4073,Moonee Ponds,h,603.0,,4,1.0,4.0,,1395000.0,3039.0,,,,
4074,Moonee Ponds,h,408.0,199.0,3,2.0,3.0,1900.0,1630000.0,3039.0,,,,
4075,Moonee Ponds,h,449.0,133.0,3,1.0,3.0,1910.0,1160000.0,3039.0,,,,
4076,Moonee Ponds,h,395.0,,3,1.0,3.0,,1065000.0,3039.0,,,,
4077,Moonee Ponds,h,453.0,145.0,4,1.0,4.0,1920.0,1361500.0,3039.0,,,,
4078,Moonee Ponds,h,225.0,97.0,2,1.0,2.0,1890.0,945000.0,3039.0,,,,
4079,Moonee Ponds,u,0.0,54.0,1,1.0,1.0,1965.0,360000.0,3039.0,,,,
4080,Moonee Ponds,h,301.0,80.0,2,1.0,2.0,1920.0,860000.0,3039.0,,,,
4081,Moonee Ponds,h,253.0,,3,2.0,3.0,,1260000.0,3039.0,,,,
4082,Moonee Ponds,h,539.0,190.0,4,1.0,4.0,1900.0,1637000.0,3039.0,,,,
4083,Moonee Ponds,h,249.0,168.0,3,2.0,3.0,2007.0,1505000.0,3039.0,,,,
4084,Moonee Ponds,t,1981.0,111.0,2,1.0,2.0,2006.0,515000.0,3039.0,,,,
4085,Moonee Ponds,h,572.0,,3,1.0,3.0,,1100000.0,3039.0,,,,
4086,Moonee Ponds,u,0.0,39.0,2,1.0,2.0,2014.0,330000.0,3039.0,,,,
4087,Moonee Ponds,h,478.0,,3,2.0,3.0,,1145000.0,3039.0,,,,
4088,Moonee Ponds,h,549.0,192.0,4,1.0,3.0,1930.0,1322000.0,3039.0,,,,
4089,Moonee Ponds,h,228.0,125.0,2,1.0,2.0,1910.0,1015000.0,3039.0,,,,
4090,Moonee Ponds,h,0.0,,2,1.0,2.0,,750000.0,3039.0,,,,
4091,Moonee Ponds,h,237.0,,2,1.0,2.0,,1013000.0,3039.0,,,,
4092,Moonee Ponds,h,307.0,136.0,3,1.0,3.0,1910.0,840000.0,3039.0,,,,
4093,Moonee Ponds,h,481.0,,4,2.0,4.0,,1150000.0,3039.0,,,,
4094,Moonee Ponds,h,646.0,261.0,5,3.0,5.0,1925.0,1900000.0,3039.0,,,,
4095,Moonee Ponds,t,213.0,,3,2.0,3.0,1950.0,890500.0,3039.0,,,,
4096,Moonee Ponds,h,619.0,372.0,5,3.0,5.0,2009.0,2340000.0,3039.0,,,,
4097,Moonee Ponds,h,427.0,,3,1.0,3.0,,1370000.0,3039.0,,,,
4098,Moonee Ponds,h,394.0,160.0,3,2.0,3.0,1890.0,1400000.0,3039.0,,,,
4099,Moonee Ponds,h,475.0,,4,3.0,3.0,,1310000.0,3039.0,,,,
4100,Moonee Ponds,h,583.0,,4,1.0,4.0,,1833000.0,3039.0,,,,
4101,Moonee Ponds,h,274.0,,3,1.0,3.0,,855000.0,3039.0,,,,
4102,Moonee Ponds,h,305.0,,3,1.0,2.0,1900.0,930000.0,3039.0,,,,
4103,Moonee Ponds,h,435.0,329.0,4,2.0,4.0,1920.0,1640000.0,3039.0,,,,
4104,Moonee Ponds,h,436.0,142.0,3,1.0,3.0,1910.0,1480000.0,3039.0,,,,
4105,Moonee Ponds,u,230.0,,2,1.0,2.0,1989.0,672000.0,3039.0,,,,
4106,Moonee Ponds,u,0.0,59.0,2,1.0,2.0,1970.0,410000.0,3039.0,,,,
4107,Moonee Ponds,t,207.0,168.0,5,2.0,5.0,2004.0,980000.0,3039.0,,,,
4108,Moonee Ponds,h,292.0,,2,1.0,2.0,,1055000.0,3039.0,,,,
4109,Moonee Ponds,u,0.0,,2,1.0,2.0,,440000.0,3039.0,,,,
4110,Moonee Ponds,h,633.0,,3,1.0,3.0,,1435000.0,3039.0,,,,
4111,Moonee Ponds,h,627.0,,4,2.0,4.0,,1275000.0,3039.0,,,,
4112,Moonee Ponds,t,216.0,156.0,3,2.0,3.0,1995.0,842500.0,3039.0,,,,
4113,Moonee Ponds,h,313.0,193.0,4,2.0,4.0,1910.0,1345000.0,3039.0,,,,
4114,Moonee Ponds,u,0.0,41.0,1,1.0,1.0,1970.0,265000.0,3039.0,,,,
4115,Moonee Ponds,h,345.0,95.0,2,1.0,2.0,1930.0,849000.0,3039.0,,,,
4116,Moonee Ponds,h,526.0,159.0,3,1.0,3.0,1900.0,1425000.0,3039.0,,,,
4117,Moonee Ponds,t,310.0,287.0,3,2.0,3.0,1930.0,1345000.0,3039.0,,,,
4118,Moonee Ponds,u,0.0,54.0,2,1.0,3.0,1970.0,330000.0,3039.0,,,,
4119,Moonee Ponds,t,67.0,145.0,4,2.0,4.0,2000.0,726000.0,3039.0,,,,
4120,Moonee Ponds,h,283.0,222.0,3,2.0,3.0,2002.0,1250000.0,3039.0,,,,
4121,Moonee Ponds,t,156.0,152.0,3,2.0,3.0,2000.0,870000.0,3039.0,,,,
4122,Moonee Ponds,h,133.0,,2,1.0,2.0,,801000.0,3039.0,,,,
4123,Moonee Ponds,h,596.0,203.0,3,2.0,3.0,1950.0,1725000.0,3039.0,,,,
4124,Moonee Ponds,u,0.0,,1,1.0,1.0,,415000.0,3039.0,,,,
4125,Moonee Ponds,u,0.0,,3,1.0,3.0,,650000.0,3039.0,,,,
4126,Moonee Ponds,u,166.0,81.0,2,1.0,2.0,1965.0,600000.0,3039.0,,,,
4127,Moonee Ponds,h,441.0,164.0,4,2.0,4.0,1910.0,1505000.0,3039.0,,,,
4128,Moonee Ponds,h,271.0,143.0,3,2.0,3.0,1915.0,850000.0,3039.0,,,,
4129,Moonee Ponds,u,0.0,45.0,1,1.0,1.0,1970.0,292000.0,3039.0,,,,
4130,Moonee Ponds,h,435.0,,2,1.0,2.0,1920.0,956000.0,3039.0,,,,
4131,Moonee Ponds,h,739.0,155.0,5,1.0,4.0,1930.0,1740000.0,3039.0,,,,
4132,Moonee Ponds,h,222.0,,3,2.0,3.0,1880.0,1683000.0,3039.0,,,,
4133,Moonee Ponds,u,159.0,,2,2.0,2.0,,574000.0,3039.0,,,,
4134,Moonee Ponds,u,0.0,65.0,2,1.0,2.0,2014.0,470000.0,3039.0,,,,
4135,Moonee Ponds,t,217.0,145.0,3,2.0,3.0,2013.0,1130000.0,3039.0,,,,
4136,Moonee Ponds,u,217.0,,2,1.0,2.0,,730000.0,3039.0,,,,
4137,Moonee Ponds,h,0.0,,2,1.0,2.0,,831000.0,3039.0,,,,
4138,Moonee Ponds,h,325.0,132.0,3,3.0,3.0,1910.0,930000.0,3039.0,,,,
4139,Moonee Ponds,h,207.0,,3,1.0,2.0,,800000.0,3039.0,,,,
4140,Moonee Ponds,h,502.0,,3,1.0,3.0,,1111000.0,3039.0,,,,
4141,Moonee Ponds,h,339.0,,2,1.0,2.0,,900000.0,3039.0,,,,
4142,Moonee Ponds,h,219.0,,2,1.0,3.0,1900.0,822500.0,3039.0,,,,
4143,Moonee Ponds,h,595.0,,4,2.0,3.0,,1400000.0,3039.0,,,,
4144,Moonee Ponds,u,0.0,50.0,1,1.0,1.0,1980.0,336000.0,3039.0,,,,
4145,Moonee Ponds,t,239.0,120.0,2,2.0,2.0,1970.0,800000.0,3039.0,,,,
4146,Moorabbin,h,834.0,143.0,3,1.0,3.0,1960.0,1224000.0,3189.0,,,,
4147,Moorabbin,h,771.0,,3,1.0,3.0,,1020000.0,3189.0,,,,
4148,Moorabbin,h,573.0,150.0,3,2.0,3.0,1970.0,1000000.0,3189.0,,,,
4149,Moorabbin,u,106.0,51.0,1,1.0,1.0,1990.0,380500.0,3189.0,,,,
4150,Moorabbin,h,443.0,4.0,4,3.0,4.0,,930000.0,3189.0,,,,
4151,Moorabbin,h,784.0,160.0,3,2.0,3.0,1960.0,1090000.0,3189.0,,,,
4152,Moorabbin,h,609.0,16.0,4,2.0,4.0,,947500.0,3189.0,,,,
4153,Moorabbin,h,695.0,165.0,3,1.0,3.0,1970.0,836000.0,3189.0,,,,
4154,Moorabbin,h,653.0,180.0,3,2.0,3.0,1950.0,1417250.0,3189.0,,,,
4155,Moorabbin,h,623.0,119.0,3,1.0,3.0,,980000.0,3189.0,,,,
4156,Moorabbin,h,690.0,,3,1.0,3.0,,1110000.0,3189.0,,,,
4157,Moorabbin,h,649.0,75.0,2,1.0,2.0,1950.0,950000.0,3189.0,,,,
4158,Moorabbin,h,318.0,242.0,4,2.0,4.0,2015.0,1140000.0,3189.0,,,,
4159,Moorabbin,t,164.0,123.0,3,2.0,3.0,2010.0,750000.0,3189.0,,,,
4160,Moorabbin,u,313.0,,3,1.0,3.0,,931000.0,3189.0,,,,
4161,Moorabbin,h,581.0,159.0,4,3.0,4.0,1960.0,1000000.0,3189.0,,,,
4162,Moorabbin,u,1202.0,,2,1.0,2.0,,655000.0,3189.0,,,,
4163,Moorabbin,h,696.0,214.0,4,2.0,4.0,1955.0,1200000.0,3189.0,,,,
4164,Moorabbin,h,603.0,112.0,3,1.0,3.0,1960.0,987000.0,3189.0,,,,
4165,Moorabbin,h,534.0,104.0,3,2.0,3.0,1960.0,937000.0,3189.0,,,,
4166,Moorabbin,h,720.0,218.0,4,2.0,4.0,1950.0,1426000.0,3189.0,,,,
4167,Moorabbin,h,272.0,188.0,4,3.0,4.0,2000.0,1016000.0,3189.0,,,,
4168,Moorabbin,t,312.0,,3,2.0,3.0,,910000.0,3189.0,,,,
4169,Moorabbin,h,807.0,,4,2.0,4.0,,1385000.0,3189.0,,,,
4170,Moorabbin,t,169.0,,3,2.0,3.0,,785000.0,3189.0,,,,
4171,Moorabbin,h,558.0,133.0,3,2.0,2.0,1955.0,901000.0,3189.0,,,,
4172,Moorabbin,h,743.0,171.0,4,3.0,4.0,1973.0,1300000.0,3189.0,,,,
4173,Moorabbin,h,576.0,121.0,3,1.0,2.0,1940.0,975000.0,3189.0,,,,
4174,Moorabbin,h,603.0,140.0,4,2.0,4.0,1955.0,1070000.0,3189.0,,,,
4175,Moorabbin,u,83.0,79.0,2,1.0,2.0,1960.0,639000.0,3189.0,,,,
4176,Moorabbin,u,180.0,68.0,2,1.0,2.0,1980.0,605000.0,3189.0,,,,
4177,Moorabbin,h,593.0,115.0,3,1.0,3.0,1960.0,960000.0,3189.0,,,,
4178,Moorabbin,h,374.0,137.0,3,2.0,3.0,1950.0,725000.0,3189.0,,,,
4179,Moorabbin,h,601.0,,3,1.0,2.0,,981000.0,3189.0,,,,
4180,Moorabbin,h,650.0,,3,1.0,3.0,,975000.0,3189.0,,,,
4181,Moorabbin,h,261.0,107.0,3,2.0,3.0,1990.0,800000.0,3189.0,,,,
4182,Moorabbin,h,592.0,,4,1.0,4.0,,921000.0,3189.0,,,,
4183,Moorabbin,t,472.0,152.0,3,2.0,3.0,2001.0,917000.0,3189.0,,,,
4184,Moorabbin,h,698.0,114.0,3,1.0,3.0,1960.0,890000.0,3189.0,,,,
4185,Moorabbin,h,1660.0,160.0,3,2.0,3.0,1960.0,1008000.0,3189.0,,,,
4186,Moorabbin,h,756.0,97.0,2,1.0,2.0,1950.0,1191000.0,3189.0,,,,
4187,Moorabbin,h,638.0,,4,1.0,4.0,1972.0,1130000.0,3189.0,,,,
4188,Moorabbin,h,209.0,101.0,2,1.0,2.0,2002.0,776000.0,3189.0,,,,
4189,Moorabbin,h,688.0,161.0,4,1.0,3.0,1950.0,1035000.0,3189.0,,,,
4190,Moorabbin,h,653.0,,3,1.0,3.0,,920000.0,3189.0,,,,
4191,Moorabbin,h,588.0,199.0,4,2.0,4.0,2011.0,1160000.0,3189.0,,,,
4192,Moorabbin,h,538.0,,3,1.0,3.0,,825000.0,3189.0,,,,
4193,Moorabbin,t,0.0,,3,2.0,3.0,1999.0,800000.0,3189.0,,,,
4194,Moorabbin,u,0.0,43.0,1,1.0,1.0,1970.0,240000.0,3189.0,,,,
4195,Moorabbin,t,220.0,187.0,4,2.0,3.0,2015.0,1105000.0,3189.0,,,,
4196,Newport,h,301.0,195.0,3,2.0,3.0,,1025000.0,3015.0,,,,
4197,Newport,h,281.0,100.0,3,1.0,2.0,1957.0,826000.0,3015.0,,,,
4198,Newport,h,194.0,176.0,3,2.0,3.0,2010.0,900000.0,3015.0,,,,
4199,Newport,t,283.0,179.0,3,2.0,3.0,2011.0,962000.0,3015.0,,,,
4200,Newport,h,244.0,73.0,2,1.0,2.0,1940.0,800000.0,3015.0,,,,
4201,Newport,h,0.0,,3,2.0,3.0,2013.0,785000.0,3015.0,,,,
4202,Newport,h,329.0,108.0,4,1.0,4.0,1955.0,710000.0,3015.0,,,,
4203,Newport,h,296.0,,3,2.0,3.0,1910.0,920000.0,3015.0,,,,
4204,Newport,h,379.0,172.0,4,2.0,3.0,1930.0,940000.0,3015.0,,,,
4205,Newport,h,178.0,102.0,3,2.0,2.0,2009.0,655800.0,3015.0,,,,
4206,Newport,h,233.0,165.0,4,3.0,4.0,2011.0,1082000.0,3015.0,,,,
4207,Newport,h,546.0,144.0,3,1.0,3.0,1920.0,1210000.0,3015.0,,,,
4208,Newport,h,557.0,111.0,3,1.0,3.0,1950.0,880000.0,3015.0,,,,
4209,Newport,u,0.0,50.0,1,1.0,1.0,2005.0,335000.0,3015.0,,,,
4210,Newport,h,757.0,159.0,4,1.0,4.0,1960.0,1260000.0,3015.0,,,,
4211,Newport,h,2522.0,195.0,3,2.0,3.0,2006.0,1400000.0,3015.0,,,,
4212,Newport,h,316.0,118.0,3,1.0,3.0,1960.0,995000.0,3015.0,,,,
4213,Newport,h,766.0,,4,1.0,4.0,,1380000.0,3015.0,,,,
4214,Newport,h,311.0,,3,2.0,3.0,1920.0,1220000.0,3015.0,,,,
4215,Newport,h,185.0,,3,1.0,3.0,,785000.0,3015.0,,,,
4216,Newport,h,402.0,94.0,2,1.0,2.0,1920.0,962000.0,3015.0,,,,
4217,Newport,h,217.0,195.0,4,3.0,3.0,,860000.0,3015.0,,,,
4218,Newport,h,681.0,,5,3.0,5.0,,1220000.0,3015.0,,,,
4219,Newport,h,307.0,,3,1.0,3.0,,930000.0,3015.0,,,,
4220,Newport,h,343.0,,3,2.0,3.0,,930000.0,3015.0,,,,
4221,Newport,h,0.0,138.0,3,2.0,3.0,1970.0,800000.0,3015.0,,,,
4222,Newport,h,357.0,112.0,3,1.0,3.0,1900.0,1305000.0,3015.0,,,,
4223,Newport,h,600.0,130.0,3,1.0,3.0,,1060000.0,3015.0,,,,
4224,Newport,u,0.0,65.0,2,1.0,2.0,2011.0,485000.0,3015.0,,,,
4225,Newport,h,224.0,,3,2.0,3.0,,950000.0,3015.0,,,,
4226,Newport,h,264.0,,2,1.0,2.0,,910000.0,3015.0,,,,
4227,Newport,h,390.0,84.0,3,1.0,3.0,1970.0,810000.0,3015.0,,,,
4228,Newport,h,363.0,,3,1.0,3.0,,776000.0,3015.0,,,,
4229,Newport,h,501.0,,3,1.0,3.0,,1002500.0,3015.0,,,,
4230,Newport,h,647.0,157.0,3,1.0,3.0,,807500.0,3015.0,,,,
4231,Newport,h,574.0,,2,1.0,1.0,,1120000.0,3015.0,,,,
4232,Newport,h,281.0,,3,2.0,2.0,1950.0,950000.0,3015.0,,,,
4233,Newport,h,425.0,233.0,4,3.0,4.0,2015.0,1620000.0,3015.0,,,,
4234,Newport,h,221.0,118.0,3,1.0,3.0,1900.0,923000.0,3015.0,,,,
4235,Newport,h,470.0,136.0,2,1.0,2.0,1930.0,1030000.0,3015.0,,,,
4236,Newport,h,284.0,125.0,3,2.0,3.0,1890.0,1046000.0,3015.0,,,,
4237,Newport,h,268.0,,3,1.0,3.0,,716000.0,3015.0,,,,
4238,Newport,h,213.0,127.0,2,2.0,2.0,2006.0,740000.0,3015.0,,,,
4239,Newport,h,619.0,151.0,4,1.0,3.0,1915.0,970000.0,3015.0,,,,
4240,Newport,t,0.0,162.0,3,2.0,3.0,2007.0,735000.0,3015.0,,,,
4241,Newport,h,451.0,,2,1.0,2.0,,762000.0,3015.0,,,,
4242,Newport,u,0.0,63.0,2,1.0,2.0,2006.0,485000.0,3015.0,,,,
4243,Newport,h,453.0,145.0,3,1.0,3.0,1950.0,950000.0,3015.0,,,,
4244,Newport,h,458.0,153.0,4,2.0,4.0,1930.0,1280000.0,3015.0,,,,
4245,Newport,h,299.0,198.0,4,2.0,3.0,2004.0,1040000.0,3015.0,,,,
4246,Newport,h,301.0,380.0,2,1.0,2.0,,922000.0,3015.0,,,,
4247,Newport,h,803.0,293.0,5,3.0,3.0,,2415000.0,3015.0,,,,
4248,Newport,h,0.0,163.0,4,1.0,4.0,1880.0,1115000.0,3015.0,,,,
4249,Newport,h,575.0,,3,2.0,3.0,,1675000.0,3015.0,,,,
4250,Newport,h,767.0,111.0,3,1.0,3.0,1960.0,1176000.0,3015.0,,,,
4251,Newport,h,774.0,185.0,4,2.0,5.0,1950.0,1265000.0,3015.0,,,,
4252,Newport,h,343.0,106.0,2,1.0,1.0,1920.0,801000.0,3015.0,,,,
4253,Newport,h,771.0,,3,1.0,3.0,,1185000.0,3015.0,,,,
4254,Newport,t,224.0,132.0,3,2.0,3.0,2015.0,770000.0,3015.0,,,,
4255,Newport,h,288.0,,3,2.0,3.0,,1200000.0,3015.0,,,,
4256,Newport,h,348.0,158.0,3,2.0,3.0,1900.0,993000.0,3015.0,,,,
4257,Newport,h,557.0,,3,1.0,3.0,,901000.0,3015.0,,,,
4258,Newport,h,149.0,62.0,2,1.0,2.0,1890.0,650000.0,3015.0,,,,
4259,Newport,h,344.0,130.0,3,1.0,3.0,1920.0,891500.0,3015.0,,,,
4260,Newport,h,757.0,,4,2.0,4.0,1886.0,3420000.0,3015.0,,,,
4261,Newport,h,322.0,104.0,3,1.0,3.0,1930.0,805000.0,3015.0,,,,
4262,Newport,h,229.0,101.0,2,1.0,2.0,2000.0,680000.0,3015.0,,,,
4263,Newport,t,221.0,,4,3.0,4.0,,827500.0,3015.0,,,,
4264,Newport,h,144.0,140.0,2,1.0,2.0,1995.0,793000.0,3015.0,,,,
4265,Newport,h,450.0,,3,1.0,3.0,,988000.0,3015.0,,,,
4266,Newport,t,753.0,170.0,3,2.0,3.0,2005.0,747000.0,3015.0,,,,
4267,Newport,h,531.0,,3,1.0,3.0,,910000.0,3015.0,,,,
4268,Newport,h,297.0,95.0,2,1.0,2.0,1900.0,896000.0,3015.0,,,,
4269,Newport,h,168.0,90.0,2,1.0,2.0,1900.0,890000.0,3015.0,,,,
4270,Newport,h,506.0,,3,1.0,3.0,,1199000.0,3015.0,,,,
4271,Newport,h,293.0,,3,2.0,3.0,,1100000.0,3015.0,,,,
4272,Newport,h,1017.0,,5,2.0,5.0,,2015000.0,3015.0,,,,
4273,Newport,t,278.0,188.0,4,3.0,4.0,2009.0,930000.0,3015.0,,,,
4274,Newport,h,571.0,120.0,3,1.0,2.0,1920.0,1151000.0,3015.0,,,,
4275,Newport,t,753.0,204.0,4,2.0,4.0,2006.0,820000.0,3015.0,,,,
4276,Newport,u,190.0,,2,1.0,2.0,,670000.0,3015.0,,,,
4277,Newport,h,595.0,,3,1.0,3.0,,1040000.0,3015.0,,,,
4278,Newport,h,539.0,,4,2.0,4.0,2000.0,1316000.0,3015.0,,,,
4279,Newport,h,315.0,104.0,2,1.0,2.0,1930.0,816000.0,3015.0,,,,
4280,Newport,h,487.0,190.0,3,2.0,4.0,2017.0,945000.0,3015.0,,,,
4281,Newport,h,129.0,45.0,1,1.0,1.0,1900.0,643700.0,3015.0,,,,
4282,Newport,h,255.0,109.0,2,1.0,2.0,1930.0,760000.0,3015.0,,,,
4283,Newport,h,663.0,190.0,8,2.0,6.0,1920.0,881000.0,3015.0,,,,
4284,Newport,h,360.0,168.0,3,2.0,3.0,2013.0,900000.0,3015.0,,,,
